filename,width,height,class,xmin,ymin,xmax,ymax
20220401_204200_jpg.rf.d9af554708d49ffd90f2103008fd6175.jpg,416,416,martabak manis,244,305,362,416
IMG_20220322_203742_BURST004_jpg.rf.d87a37ece8a210b6296cb4d06828961b.jpg,416,416,nasi goreng,99,64,407,258
IMG_20220324_190625_BURST036_jpg.rf.d85c9b213a7abcfd79d1c87b09793cad.jpg,416,416,nasi putih,320,271,408,385
IMG_20220324_190625_BURST036_jpg.rf.d85c9b213a7abcfd79d1c87b09793cad.jpg,416,416,nasi putih,0,120,70,206
IMG_20220313_112933_BURST051_jpg.rf.d83053de2a47d7f462aadef53890122c.jpg,416,416,ayam pop,188,248,348,416
IMG_20220313_112933_BURST051_jpg.rf.d83053de2a47d7f462aadef53890122c.jpg,416,416,extra,174,254,292,386
IMG_20220313_112933_BURST051_jpg.rf.d83053de2a47d7f462aadef53890122c.jpg,416,416,ayam goreng,61,37,231,219
IMG_20220313_112933_BURST051_jpg.rf.d83053de2a47d7f462aadef53890122c.jpg,416,416,kecap,8,91,141,190
20210813_195757_jpg.rf.d5f8adb5da3fa3a60aabad3f89163a7a.jpg,416,416,martabak telor,175,9,239,191
20210813_195744_jpg.rf.d7952d9970b6b46a834b3aee8bbbe5f1.jpg,416,416,martabak telor,36,122,360,187
20210813_195744_jpg.rf.d7952d9970b6b46a834b3aee8bbbe5f1.jpg,416,416,martabak telor,14,181,374,235
IMG_20220322_203742_BURST006_jpg.rf.d61bdf1e91f939a7193e1de798287b09.jpg,416,416,nasi goreng,117,68,403,254
20220401_203858_jpg.rf.d78f2b3c94d5f0bc03c6c0b4ec107439.jpg,416,416,martabak telor,217,7,353,148
20220401_203858_jpg.rf.d78f2b3c94d5f0bc03c6c0b4ec107439.jpg,416,416,martabak telor,112,12,221,163
20220401_203858_jpg.rf.d78f2b3c94d5f0bc03c6c0b4ec107439.jpg,416,416,martabak telor,1,37,112,169
20220401_203858_jpg.rf.d78f2b3c94d5f0bc03c6c0b4ec107439.jpg,416,416,martabak telor,255,134,410,339
20220401_203858_jpg.rf.d78f2b3c94d5f0bc03c6c0b4ec107439.jpg,416,416,martabak telor,99,145,252,375
20220401_203858_jpg.rf.d78f2b3c94d5f0bc03c6c0b4ec107439.jpg,416,416,martabak telor,1,187,99,363
IMG_20220313_112846_BURST040_jpg.rf.d74332c559fb0e861653755d13e9e7e2.jpg,416,416,ayam goreng,144,28,383,298
IMG_20220313_112846_BURST040_jpg.rf.d74332c559fb0e861653755d13e9e7e2.jpg,416,416,kecap,221,9,348,169
IMG_20220324_190625_BURST014_jpg.rf.d9ceadc06ec2faeeb5b187828787c21a.jpg,416,416,nasi putih,317,294,391,390
IMG_20220324_190625_BURST014_jpg.rf.d9ceadc06ec2faeeb5b187828787c21a.jpg,416,416,nasi putih,120,53,168,115
IMG_20220324_190625_BURST014_jpg.rf.d9ceadc06ec2faeeb5b187828787c21a.jpg,416,416,nasi putih,44,183,100,257
IMG_20220324_190625_BURST028_jpg.rf.dae990d17ef02d8a5aa2569c9709f51f.jpg,416,416,nasi putih,274,318,390,400
IMG_20220324_190625_BURST028_jpg.rf.dae990d17ef02d8a5aa2569c9709f51f.jpg,416,416,nasi putih,133,8,223,76
IMG_20220313_193059_BURST058_jpg.rf.dab10f4d7395c00f6dee577b382057fa.jpg,416,416,bebek bakar,19,117,349,318
IMG_20220313_193059_BURST058_jpg.rf.dab10f4d7395c00f6dee577b382057fa.jpg,416,416,nasi putih,139,109,263,199
20220401_203934_jpg.rf.dc985ad5a10aa8fa3857bd51a0e522c5.jpg,416,416,martabak telor,161,114,237,299
20220401_203934_jpg.rf.dc985ad5a10aa8fa3857bd51a0e522c5.jpg,416,416,martabak telor,211,135,269,321
20220401_203934_jpg.rf.dc985ad5a10aa8fa3857bd51a0e522c5.jpg,416,416,martabak telor,248,32,318,256
20220401_203934_jpg.rf.dc985ad5a10aa8fa3857bd51a0e522c5.jpg,416,416,martabak telor,305,76,413,416
20220401_203934_jpg.rf.dc985ad5a10aa8fa3857bd51a0e522c5.jpg,416,416,martabak telor,256,239,361,415
20210813_195728_jpg.rf.d89b6e66f2473ec133bb0433ae58d7b5.jpg,416,416,martabak telor,185,13,271,385
IMG_20220324_190625_BURST054_jpg.rf.db84b5e8d954eb6cc8d30ada67be9711.jpg,416,416,nasi putih,29,302,149,393
IMG_20220324_190625_BURST054_jpg.rf.db84b5e8d954eb6cc8d30ada67be9711.jpg,416,416,nasi putih,338,92,394,144
20220401_204043_jpg.rf.dddcb582ae42dbda53e64cb07eeb025b.jpg,416,416,martabak telor,143,182,312,322
IMG_20220324_190625_BURST035_jpg.rf.dd502fdc920912f832bd393675763828.jpg,416,416,nasi putih,26,321,144,407
IMG_20220324_190625_BURST035_jpg.rf.dd502fdc920912f832bd393675763828.jpg,416,416,nasi putih,204,0,290,68
IMG_20220313_193059_BURST042_jpg.rf.da4b7b9ac8bbb6d4bb380cfdbe66b6a8.jpg,416,416,nasi putih,235,187,317,325
IMG_20220313_193059_BURST042_jpg.rf.da4b7b9ac8bbb6d4bb380cfdbe66b6a8.jpg,416,416,bebek bakar,116,124,314,416
IMG_20220322_203804_BURST079_jpg.rf.df7366aa5b647c8de97a1b76fabed1d6.jpg,416,416,nasi goreng,201,67,415,289
IMG_20220322_203804_BURST079_jpg.rf.df7366aa5b647c8de97a1b76fabed1d6.jpg,416,416,kerupuk,6,164,201,332
IMG_20220313_112914_BURST060_jpg.rf.dadf8c7397d21a34840ec4467da7bd93.jpg,416,416,ayam pop,102,114,353,399
IMG_20220313_112914_BURST060_jpg.rf.dadf8c7397d21a34840ec4467da7bd93.jpg,416,416,extra,164,33,342,311
20220401_203854_jpg.rf.df4edebcb6289346d7c9756d81432fb0.jpg,416,416,martabak telor,107,255,207,383
20220401_203854_jpg.rf.df4edebcb6289346d7c9756d81432fb0.jpg,416,416,martabak telor,80,159,198,263
20220401_203854_jpg.rf.df4edebcb6289346d7c9756d81432fb0.jpg,416,416,martabak telor,78,55,188,181
20220401_203854_jpg.rf.df4edebcb6289346d7c9756d81432fb0.jpg,416,416,martabak telor,207,279,361,414
20220401_203854_jpg.rf.df4edebcb6289346d7c9756d81432fb0.jpg,416,416,martabak telor,191,133,339,271
20220401_203854_jpg.rf.df4edebcb6289346d7c9756d81432fb0.jpg,416,416,martabak telor,182,2,318,148
IMG_20220324_190625_BURST047_jpg.rf.d9d13d410cd036526b01313e34227f15.jpg,416,416,nasi putih,37,321,158,413
IMG_20220324_190625_BURST047_jpg.rf.d9d13d410cd036526b01313e34227f15.jpg,416,416,nasi putih,223,0,307,64
IMG_20220322_203804_BURST016_jpg.rf.e1a0428e1c6dcc77761e96feac77685f.jpg,416,416,nasi goreng,1,92,201,320
IMG_20220322_203804_BURST016_jpg.rf.e1a0428e1c6dcc77761e96feac77685f.jpg,416,416,kerupuk,205,162,391,312
IMG_20220313_113019_BURST063_jpg.rf.dc060d6bff22932a53f67ea5765291ad.jpg,416,416,rendang,122,157,286,306
IMG_20220313_193059_BURST042_jpg.rf.dcdb9461a6bb7c10fbbdbc900fafaae0.jpg,416,416,nasi putih,91,100,229,182
IMG_20220313_193059_BURST042_jpg.rf.dcdb9461a6bb7c10fbbdbc900fafaae0.jpg,416,416,bebek bakar,1,103,293,301
IMG_20220313_113019_BURST037_jpg.rf.de14cf43e1a1a59610526ca118da359b.jpg,416,416,rendang,150,63,312,280
20210813_195717_jpg.rf.df050ecffa37600116de9b0e45b9137e.jpg,416,416,martabak telor,151,29,221,151
20210813_195717_jpg.rf.df050ecffa37600116de9b0e45b9137e.jpg,416,416,martabak telor,222,23,306,151
20210813_195717_jpg.rf.df050ecffa37600116de9b0e45b9137e.jpg,416,416,martabak telor,154,149,222,270
20210813_195717_jpg.rf.df050ecffa37600116de9b0e45b9137e.jpg,416,416,martabak telor,144,261,216,396
20210813_195717_jpg.rf.df050ecffa37600116de9b0e45b9137e.jpg,416,416,martabak telor,214,270,300,416
20210813_195717_jpg.rf.df050ecffa37600116de9b0e45b9137e.jpg,416,416,martabak telor,222,139,302,287
IMG_20220313_193114_1_BURST039_jpg.rf.dc1780168b55a3dd773df2aeeff30886.jpg,416,416,nasi putih,140,53,246,200
IMG_20220313_193114_1_BURST039_jpg.rf.dc1780168b55a3dd773df2aeeff30886.jpg,416,416,bebek goreng,26,179,317,367
IMG_20220313_113019_BURST040_jpg.rf.e1211993940634ac8e041cb3a71c13da.jpg,416,416,rendang,104,136,246,338
IMG_20220313_112914_BURST056_jpg.rf.db89794b636634380b3e23bc043bb18c.jpg,416,416,ayam pop,126,93,398,365
IMG_20220313_112914_BURST056_jpg.rf.db89794b636634380b3e23bc043bb18c.jpg,416,416,extra,44,161,314,351
IMG_20220313_112933_BURST048_jpg.rf.dc9d29320fb92bb90efd64c81187ffc5.jpg,416,416,ayam pop,0,59,164,223
IMG_20220313_112933_BURST048_jpg.rf.dc9d29320fb92bb90efd64c81187ffc5.jpg,416,416,extra,31,123,158,235
IMG_20220313_112933_BURST048_jpg.rf.dc9d29320fb92bb90efd64c81187ffc5.jpg,416,416,ayam goreng,200,177,384,347
IMG_20220313_112933_BURST048_jpg.rf.dc9d29320fb92bb90efd64c81187ffc5.jpg,416,416,kecap,226,266,328,399
IMG_20220324_190625_BURST043_jpg.rf.e06ae5408501b114ee9ffc93e2648ae0.jpg,416,416,nasi putih,3,276,92,396
IMG_20220324_190625_BURST043_jpg.rf.e06ae5408501b114ee9ffc93e2648ae0.jpg,416,416,nasi putih,253,8,307,68
IMG_20220324_190625_BURST043_jpg.rf.e06ae5408501b114ee9ffc93e2648ae0.jpg,416,416,nasi putih,345,127,413,209
IMG_20220313_112933_BURST051_jpg.rf.e1fd639004e751eb31ceb961a50004b5.jpg,416,416,ayam pop,188,248,348,416
IMG_20220313_112933_BURST051_jpg.rf.e1fd639004e751eb31ceb961a50004b5.jpg,416,416,extra,174,254,292,386
IMG_20220313_112933_BURST051_jpg.rf.e1fd639004e751eb31ceb961a50004b5.jpg,416,416,ayam goreng,61,37,231,219
IMG_20220313_112933_BURST051_jpg.rf.e1fd639004e751eb31ceb961a50004b5.jpg,416,416,kecap,8,91,141,190
IMG_20220313_193059_BURST050_jpg.rf.e1f1587c6ef1e662ffd6ba2f6c312c4d.jpg,416,416,bebek bakar,111,82,307,416
IMG_20220313_193059_BURST050_jpg.rf.e1f1587c6ef1e662ffd6ba2f6c312c4d.jpg,416,416,nasi putih,216,158,317,305
IMG_20220324_190625_BURST025_jpg.rf.e0895122a0f2b92ba81df8359e7d75bd.jpg,416,416,nasi putih,17,273,98,390
IMG_20220324_190625_BURST025_jpg.rf.e0895122a0f2b92ba81df8359e7d75bd.jpg,416,416,nasi putih,258,4,312,72
IMG_20220324_190625_BURST025_jpg.rf.e0895122a0f2b92ba81df8359e7d75bd.jpg,416,416,nasi putih,340,140,404,227
IMG_20220313_193114_1_BURST045_jpg.rf.e0e58ab5547959119169a4f684bb209f.jpg,416,416,bebek goreng,103,72,379,246
IMG_20220313_193114_1_BURST045_jpg.rf.e0e58ab5547959119169a4f684bb209f.jpg,416,416,nasi putih,159,225,275,355
20220401_203904_jpg.rf.e30b6a624091d0c6884b9ecab54c06b4.jpg,416,416,martabak telor,205,251,341,399
20220401_203904_jpg.rf.e30b6a624091d0c6884b9ecab54c06b4.jpg,416,416,martabak telor,215,143,357,263
20220401_203904_jpg.rf.e30b6a624091d0c6884b9ecab54c06b4.jpg,416,416,martabak telor,221,14,352,164
20220401_203904_jpg.rf.e30b6a624091d0c6884b9ecab54c06b4.jpg,416,416,martabak telor,44,0,213,122
20220401_203904_jpg.rf.e30b6a624091d0c6884b9ecab54c06b4.jpg,416,416,martabak telor,6,89,226,267
20220401_203904_jpg.rf.e30b6a624091d0c6884b9ecab54c06b4.jpg,416,416,martabak telor,14,261,206,413
IMG_20220324_190625_BURST008_jpg.rf.e220ae84f8632c758063c7e048b9c551.jpg,416,416,nasi putih,19,25,109,90
IMG_20220324_190625_BURST008_jpg.rf.e220ae84f8632c758063c7e048b9c551.jpg,416,416,nasi putih,145,305,219,361
IMG_20220324_190625_BURST008_jpg.rf.e220ae84f8632c758063c7e048b9c551.jpg,416,416,nasi putih,289,240,347,286
IMG_20220324_190625_BURST053_jpg.rf.e287a1fe8bd94fec5592fa26a996f7e6.jpg,416,416,nasi putih,29,301,151,391
IMG_20220324_190625_BURST053_jpg.rf.e287a1fe8bd94fec5592fa26a996f7e6.jpg,416,416,nasi putih,338,92,400,146
IMG_20220313_112846_BURST054_jpg.rf.e5c3f669d03bfe47cfacd923882df16a.jpg,416,416,ayam goreng,170,105,414,356
IMG_20220313_112846_BURST054_jpg.rf.e5c3f669d03bfe47cfacd923882df16a.jpg,416,416,kecap,255,65,387,235
IMG_20220313_193135_BURST033_jpg.rf.e4f679c5552a0358371a77f59e30b55d.jpg,416,416,nasi putih,179,28,336,176
IMG_20220313_193135_BURST033_jpg.rf.e4f679c5552a0358371a77f59e30b55d.jpg,416,416,iga bakar,129,191,357,391
IMG_20220324_190625_BURST036_jpg.rf.e389e8e9a3f318fcf59b6aaa4d7a2af5.jpg,416,416,nasi putih,271,8,385,96
IMG_20220324_190625_BURST036_jpg.rf.e389e8e9a3f318fcf59b6aaa4d7a2af5.jpg,416,416,nasi putih,120,346,207,415
IMG_20220322_203804_BURST062_jpg.rf.e28c139412d83c87742404d08fa091c2.jpg,416,416,nasi goreng,1,82,221,298
20220401_204202_jpg.rf.e288aa279bf75268f4aa964d462602dc.jpg,416,416,martabak manis,96,68,167,214
20220401_204202_jpg.rf.e288aa279bf75268f4aa964d462602dc.jpg,416,416,martabak manis,143,107,203,248
20220401_204202_jpg.rf.e288aa279bf75268f4aa964d462602dc.jpg,416,416,martabak manis,198,140,250,292
20220401_204202_jpg.rf.e288aa279bf75268f4aa964d462602dc.jpg,416,416,martabak manis,235,207,305,327
20220401_204202_jpg.rf.e288aa279bf75268f4aa964d462602dc.jpg,416,416,martabak manis,298,239,372,359
20220401_204202_jpg.rf.e288aa279bf75268f4aa964d462602dc.jpg,416,416,martabak manis,342,147,415,283
20220401_204202_jpg.rf.e288aa279bf75268f4aa964d462602dc.jpg,416,416,martabak manis,296,128,352,254
20220401_204202_jpg.rf.e288aa279bf75268f4aa964d462602dc.jpg,416,416,martabak manis,229,71,311,209
IMG_20220322_203804_BURST029_jpg.rf.e21404e4024c17a803d3f0f2113e2f4c.jpg,416,416,nasi goreng,121,222,331,416
IMG_20220322_203804_BURST029_jpg.rf.e21404e4024c17a803d3f0f2113e2f4c.jpg,416,416,kerupuk,139,25,293,218
IMG_20220313_193114_1_BURST036_jpg.rf.e1f45d31e1e537411e51ecd745acb28a.jpg,416,416,nasi putih,203,132,363,238
IMG_20220313_193114_1_BURST036_jpg.rf.e1f45d31e1e537411e51ecd745acb28a.jpg,416,416,bebek goreng,45,24,239,312
IMG_20220313_113019_BURST063_jpg.rf.e596474ebaaa74b0eb0c795e8ddace9f.jpg,416,416,rendang,131,157,295,306
IMG_20220313_112933_BURST038_jpg.rf.e4b36d710bd7ad37b4b454951be7397b.jpg,416,416,ayam pop,66,1,236,162
IMG_20220313_112933_BURST038_jpg.rf.e4b36d710bd7ad37b4b454951be7397b.jpg,416,416,kecap,250,242,370,342
IMG_20220313_112933_BURST038_jpg.rf.e4b36d710bd7ad37b4b454951be7397b.jpg,416,416,ayam goreng,162,213,334,384
IMG_20220313_112933_BURST038_jpg.rf.e4b36d710bd7ad37b4b454951be7397b.jpg,416,416,extra,123,31,237,173
20210813_195712_jpg.rf.e55db19ed9e00dd15082053090b923fd.jpg,416,416,martabak telor,122,213,361,308
20210813_195712_jpg.rf.e55db19ed9e00dd15082053090b923fd.jpg,416,416,martabak telor,68,136,271,211
20210813_195712_jpg.rf.e55db19ed9e00dd15082053090b923fd.jpg,416,416,martabak telor,189,113,374,179
IMG_20220322_203804_BURST048_jpg.rf.df67b8096185b4810c94e5a2d3a11c3c.jpg,416,416,nasi goreng,77,207,293,416
IMG_20220322_203804_BURST048_jpg.rf.df67b8096185b4810c94e5a2d3a11c3c.jpg,416,416,kerupuk,144,2,310,205
IMG_20220313_193114_1_BURST046_jpg.rf.e4065b53814b8ec7d69bc8f91a46713f.jpg,416,416,bebek goreng,42,73,322,248
IMG_20220313_193114_1_BURST046_jpg.rf.e4065b53814b8ec7d69bc8f91a46713f.jpg,416,416,nasi putih,145,219,255,373
IMG_20220313_112914_BURST040_jpg.rf.e6234d2004f96895c4ca14996509143f.jpg,416,416,ayam pop,97,69,396,320
IMG_20220324_190625_BURST046_jpg.rf.e5c1835cb1045f6ca5a01a00fe8c4208.jpg,416,416,nasi putih,217,1,301,67
20220401_203856_jpg.rf.e817f0979dcbda34ebfd31846ff1aa7a.jpg,416,416,martabak telor,136,108,239,205
20220401_203856_jpg.rf.e817f0979dcbda34ebfd31846ff1aa7a.jpg,416,416,martabak telor,136,204,246,282
20220401_203856_jpg.rf.e817f0979dcbda34ebfd31846ff1aa7a.jpg,416,416,martabak telor,145,276,254,370
20220401_203856_jpg.rf.e817f0979dcbda34ebfd31846ff1aa7a.jpg,416,416,martabak telor,223,66,351,178
20220401_203856_jpg.rf.e817f0979dcbda34ebfd31846ff1aa7a.jpg,416,416,martabak telor,220,176,369,285
20220401_203856_jpg.rf.e817f0979dcbda34ebfd31846ff1aa7a.jpg,416,416,martabak telor,247,276,371,376
20220401_203856-0-_jpg.rf.e95fabc33801914a0d573a1b0ec2a93c.jpg,416,416,martabak telor,235,144,325,242
20220401_203856-0-_jpg.rf.e95fabc33801914a0d573a1b0ec2a93c.jpg,416,416,martabak telor,159,150,233,254
20220401_203856-0-_jpg.rf.e95fabc33801914a0d573a1b0ec2a93c.jpg,416,416,martabak telor,78,157,168,253
20220401_203856-0-_jpg.rf.e95fabc33801914a0d573a1b0ec2a93c.jpg,416,416,martabak telor,265,235,363,355
20220401_203856-0-_jpg.rf.e95fabc33801914a0d573a1b0ec2a93c.jpg,416,416,martabak telor,158,236,259,364
20220401_203856-0-_jpg.rf.e95fabc33801914a0d573a1b0ec2a93c.jpg,416,416,martabak telor,67,247,165,357
20220401_204207_jpg.rf.e7e97e6452fdecb2e6c181da9236bf89.jpg,416,416,martabak manis,22,107,154,199
20220401_204207_jpg.rf.e7e97e6452fdecb2e6c181da9236bf89.jpg,416,416,martabak manis,105,140,202,230
20220401_204207_jpg.rf.e7e97e6452fdecb2e6c181da9236bf89.jpg,416,416,martabak manis,159,172,274,252
20220401_204207_jpg.rf.e7e97e6452fdecb2e6c181da9236bf89.jpg,416,416,martabak manis,82,227,232,306
20220401_204207_jpg.rf.e7e97e6452fdecb2e6c181da9236bf89.jpg,416,416,martabak manis,230,206,334,288
20220401_204207_jpg.rf.e7e97e6452fdecb2e6c181da9236bf89.jpg,416,416,martabak manis,272,249,389,347
20220401_204207_jpg.rf.e7e97e6452fdecb2e6c181da9236bf89.jpg,416,416,martabak manis,152,283,282,357
20220401_204207_jpg.rf.e7e97e6452fdecb2e6c181da9236bf89.jpg,416,416,martabak manis,213,316,349,412
IMG_20220322_203742_BURST021_jpg.rf.e96a8a226ec0d02e2014d21d9d78dcac.jpg,416,416,nasi goreng,94,49,400,267
20220401_203853-0-_jpg.rf.e760e77c322c59ee9d024ce89f9c1eb0.jpg,416,416,martabak telor,202,65,312,181
20220401_203853-0-_jpg.rf.e760e77c322c59ee9d024ce89f9c1eb0.jpg,416,416,martabak telor,228,166,334,271
20220401_203853-0-_jpg.rf.e760e77c322c59ee9d024ce89f9c1eb0.jpg,416,416,martabak telor,242,250,346,360
20220401_203853-0-_jpg.rf.e760e77c322c59ee9d024ce89f9c1eb0.jpg,416,416,martabak telor,63,46,203,188
20220401_203853-0-_jpg.rf.e760e77c322c59ee9d024ce89f9c1eb0.jpg,416,416,martabak telor,82,174,232,308
20220401_203853-0-_jpg.rf.e760e77c322c59ee9d024ce89f9c1eb0.jpg,416,416,martabak telor,100,285,240,414
20220401_203919_jpg.rf.e90773523225bc0f9278130450a7c94d.jpg,416,416,martabak telor,133,173,329,257
20220401_203919_jpg.rf.e90773523225bc0f9278130450a7c94d.jpg,416,416,martabak telor,114,231,323,305
20220401_203919_jpg.rf.e90773523225bc0f9278130450a7c94d.jpg,416,416,martabak telor,241,346,412,416
20220401_203919_jpg.rf.e90773523225bc0f9278130450a7c94d.jpg,416,416,martabak telor,69,331,251,416
20210813_195743_jpg.rf.e91e6879d28fa196011941e51bcd1b2c.jpg,416,416,martabak telor,220,43,302,390
20210813_195743_jpg.rf.e91e6879d28fa196011941e51bcd1b2c.jpg,416,416,martabak telor,170,40,227,401
IMG_20220313_112846_BURST055_jpg.rf.eaf647b27eedd3b5fe21f0fc67acfdab.jpg,416,416,ayam goreng,4,55,246,311
IMG_20220313_112846_BURST055_jpg.rf.eaf647b27eedd3b5fe21f0fc67acfdab.jpg,416,416,kecap,33,178,165,352
20220401_204012_jpg.rf.e5c8ca99981e98343736d90330c6fd3e.jpg,416,416,martabak telor,167,175,306,379
20220401_204012_jpg.rf.e5c8ca99981e98343736d90330c6fd3e.jpg,416,416,martabak telor,165,109,303,287
20220401_204012_jpg.rf.e5c8ca99981e98343736d90330c6fd3e.jpg,416,416,martabak telor,126,14,265,204
IMG_20220324_190625_BURST019_jpg.rf.ea5fae7a5a4edf16d76a29889ef11070.jpg,416,416,nasi putih,20,276,98,381
IMG_20220324_190625_BURST019_jpg.rf.ea5fae7a5a4edf16d76a29889ef11070.jpg,416,416,nasi putih,256,11,307,76
IMG_20220324_190625_BURST019_jpg.rf.ea5fae7a5a4edf16d76a29889ef11070.jpg,416,416,nasi putih,334,148,399,229
IMG_20220313_112846_BURST059_jpg.rf.e84c4e3cf5456388393d03558efdde95.jpg,416,416,ayam goreng,18,51,258,307
IMG_20220313_112846_BURST059_jpg.rf.e84c4e3cf5456388393d03558efdde95.jpg,416,416,kecap,48,171,175,345
20220401_204224_jpg.rf.e9c743bf7c0c010ecfdd1372eab20430.jpg,416,416,martabak manis,266,258,377,366
20220401_204224_jpg.rf.e9c743bf7c0c010ecfdd1372eab20430.jpg,416,416,martabak manis,223,206,323,300
20220401_204224_jpg.rf.e9c743bf7c0c010ecfdd1372eab20430.jpg,416,416,martabak manis,181,174,267,270
20220401_204224_jpg.rf.e9c743bf7c0c010ecfdd1372eab20430.jpg,416,416,martabak manis,147,147,229,209
20220401_204224_jpg.rf.e9c743bf7c0c010ecfdd1372eab20430.jpg,416,416,martabak manis,107,118,193,174
